pair_id,canonical_none_row_id,paraphrase_row_id,polarity_flip_row_id,canonical_final_label,paraphrase_final_label,polarity_flip_final_label,canonical_claim,paraphrase_claim,polarity_flip_claim,canonical_evidence,paraphrase_evidence,polarity_flip_evidence,canonical_grammar_status,paraphrase_grammar_status,polarity_flip_grammar_status,canonical_reason_codes,paraphrase_reason_codes,polarity_flip_reason_codes,canonical_claim_text_diff_summary,paraphrase_claim_text_diff_summary,polarity_flip_claim_text_diff_summary,canonical_evidence_text_diff_summary,paraphrase_evidence_text_diff_summary,polarity_flip_evidence_text_diff_summary,automatic_root_cause_class,automatic_evidence,human_canonical_semantics,human_paraphrase_semantics,human_polarity_flip_semantics,human_grammar_validity,human_authority_decision,human_notes,source_record_sha256,reviewer_id,review_protocol_version,reviewed_at_utc,authority_recorded_at_utc,human_review_time_provenance,record_origin,review_method,cohort_confirmation_id
generated_fact_268,generated_fact_268__none,generated_fact_268__paraphrase,generated_fact_268__polarity_flip,REFUTE,REFUTE,SUPPORT,"Minister Julia Novak, the operations chief, selected the Meridian initiative 268 in Falcon Ridge during July.","Minister Julia Novak, the operations chief, selected the Meridian initiative 268 in Falcon Ridge during July.","Minister Julia Novak, the operations chief, selected the Meridian initiative 268 in Falcon Ridge during July.","Minister Julia Novak, the operations chief, did not selected the Meridian initiative 268 in Falcon Ridge during July.","During July in Falcon Ridge, Minister Julia Novak acting as operations chief did not selected the Meridian initiative 268.","Minister Julia Novak, the operations chief, selected the Meridian initiative 268 in Falcon Ridge during July.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,VALID,VALID,VALID,MULTI_MEMBER_DEFECT,CANONICAL_REGENERATION_REQUIRED,,b3e67dc38b983d3d3b6d0d9bf528c7e357ceb22ea4726e4b24d4b7cef3b136a2,9terry,P3W6F2_HYBRID_HUMAN_REVIEW_V2,2026-08-15T10:12:13Z,2026-08-15T10:12:13Z,NOT_APPLICABLE_STRUCTURAL_COHORT,STRUCTURAL_COHORT_CONFIRMATION,STRUCTURAL_COHORT_CONFIRMATION,P3W6F2_COHORT_CONFIRMATION_03ef1612b55e821318c668aee83beb5db77c0ee48699f0087819a1d9515cef4d
generated_fact_269,generated_fact_269__none,generated_fact_269__paraphrase,generated_fact_269__polarity_flip,REFUTE,REFUTE,SUPPORT,"Engineer Kwame Adu, the project curator, approved the Meridian initiative 269 in Granite Coast during September.","Engineer Kwame Adu, the project curator, approved the Meridian initiative 269 in Granite Coast during September.","Engineer Kwame Adu, the project curator, approved the Meridian initiative 269 in Granite Coast during September.","Engineer Kwame Adu, the project curator, did not approved the Meridian initiative 269 in Granite Coast during September.","During September in Granite Coast, Engineer Kwame Adu acting as project curator did not approved the Meridian initiative 269.","Engineer Kwame Adu, the project curator, approved the Meridian initiative 269 in Granite Coast during September.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,VALID,VALID,VALID,MULTI_MEMBER_DEFECT,CANONICAL_REGENERATION_REQUIRED,,2663b58c2c39b631e430492497d4746f5c943b6cacc0ddc3b0e661499e7134b9,9terry,P3W6F2_HYBRID_HUMAN_REVIEW_V2,2026-08-15T10:12:13Z,2026-08-15T10:12:13Z,NOT_APPLICABLE_STRUCTURAL_COHORT,STRUCTURAL_COHORT_CONFIRMATION,STRUCTURAL_COHORT_CONFIRMATION,P3W6F2_COHORT_CONFIRMATION_03ef1612b55e821318c668aee83beb5db77c0ee48699f0087819a1d9515cef4d
generated_fact_270,generated_fact_270__none,generated_fact_270__paraphrase,generated_fact_270__polarity_flip,REFUTE,REFUTE,SUPPORT,"Coordinator Lucia Romano, the technical adviser, launched the Meridian initiative 270 in Horizon Plains during November.","Coordinator Lucia Romano, the technical adviser, launched the Meridian initiative 270 in Horizon Plains during November.","Coordinator Lucia Romano, the technical adviser, launched the Meridian initiative 270 in Horizon Plains during November.","Coordinator Lucia Romano, the technical adviser, did not launched the Meridian initiative 270 in Horizon Plains during November.","During November in Horizon Plains, Coordinator Lucia Romano acting as technical adviser did not launched the Meridian initiative 270.","Coordinator Lucia Romano, the technical adviser, launched the Meridian initiative 270 in Horizon Plains during November.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,VALID,VALID,VALID,MULTI_MEMBER_DEFECT,CANONICAL_REGENERATION_REQUIRED,,23cae9a9316a23c2a174c144b52536cc6557190943151c06dd11e937cea50af2,9terry,P3W6F2_HYBRID_HUMAN_REVIEW_V2,2026-08-15T10:12:13Z,2026-08-15T10:12:13Z,NOT_APPLICABLE_STRUCTURAL_COHORT,STRUCTURAL_COHORT_CONFIRMATION,STRUCTURAL_COHORT_CONFIRMATION,P3W6F2_COHORT_CONFIRMATION_03ef1612b55e821318c668aee83beb5db77c0ee48699f0087819a1d9515cef4d
generated_fact_272,generated_fact_272__none,generated_fact_272__paraphrase,generated_fact_272__polarity_flip,REFUTE,REFUTE,SUPPORT,"Dr Bianca Flores, the research lead, published the Meridian initiative 272 in Beacon Harbor during March.","Dr Bianca Flores, the research lead, published the Meridian initiative 272 in Beacon Harbor during March.","Dr Bianca Flores, the research lead, published the Meridian initiative 272 in Beacon Harbor during March.","Dr Bianca Flores, the research lead, did not published the Meridian initiative 272 in Beacon Harbor during March.","During March in Beacon Harbor, Dr Bianca Flores acting as research lead did not published the Meridian initiative 272.","Dr Bianca Flores, the research lead, published the Meridian initiative 272 in Beacon Harbor during March.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,VALID,VALID,VALID,MULTI_MEMBER_DEFECT,CANONICAL_REGENERATION_REQUIRED,,6b00ff5f6db661b9daafb2a96804d057709e38fb0b65b73e658e9b0cd86ab311,9terry,P3W6F2_HYBRID_HUMAN_REVIEW_V2,2026-08-15T10:12:13Z,2026-08-15T10:12:13Z,NOT_APPLICABLE_STRUCTURAL_COHORT,STRUCTURAL_COHORT_CONFIRMATION,STRUCTURAL_COHORT_CONFIRMATION,P3W6F2_COHORT_CONFIRMATION_03ef1612b55e821318c668aee83beb5db77c0ee48699f0087819a1d9515cef4d
generated_fact_275,generated_fact_275__none,generated_fact_275__paraphrase,generated_fact_275__polarity_flip,REFUTE,REFUTE,SUPPORT,"Engineer Ethan Brooks, the project curator, selected the Meridian initiative 275 in Elm Valley during September.","Engineer Ethan Brooks, the project curator, selected the Meridian initiative 275 in Elm Valley during September.","Engineer Ethan Brooks, the project curator, selected the Meridian initiative 275 in Elm Valley during September.","Engineer Ethan Brooks, the project curator, did not selected the Meridian initiative 275 in Elm Valley during September.","During September in Elm Valley, Engineer Ethan Brooks acting as project curator did not selected the Meridian initiative 275.","Engineer Ethan Brooks, the project curator, selected the Meridian initiative 275 in Elm Valley during September.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,VALID,VALID,VALID,MULTI_MEMBER_DEFECT,CANONICAL_REGENERATION_REQUIRED,,d7e9bdc3be9b221a4b38877653bdbeb0c0da1d0c95e3a3604a577c15196e9f8c,9terry,P3W6F2_HYBRID_HUMAN_REVIEW_V2,2026-08-15T10:12:13Z,2026-08-15T10:12:13Z,NOT_APPLICABLE_STRUCTURAL_COHORT,STRUCTURAL_COHORT_CONFIRMATION,STRUCTURAL_COHORT_CONFIRMATION,P3W6F2_COHORT_CONFIRMATION_03ef1612b55e821318c668aee83beb5db77c0ee48699f0087819a1d9515cef4d
generated_fact_276,generated_fact_276__none,generated_fact_276__paraphrase,generated_fact_276__polarity_flip,REFUTE,REFUTE,SUPPORT,"Coordinator Farah Qureshi, the technical adviser, approved the Meridian initiative 276 in Falcon Ridge during November.","Coordinator Farah Qureshi, the technical adviser, approved the Meridian initiative 276 in Falcon Ridge during November.","Coordinator Farah Qureshi, the technical adviser, approved the Meridian initiative 276 in Falcon Ridge during November.","Coordinator Farah Qureshi, the technical adviser, did not approved the Meridian initiative 276 in Falcon Ridge during November.","During November in Falcon Ridge, Coordinator Farah Qureshi acting as technical adviser did not approved the Meridian initiative 276.","Coordinator Farah Qureshi, the technical adviser, approved the Meridian initiative 276 in Falcon Ridge during November.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,VALID,VALID,VALID,MULTI_MEMBER_DEFECT,CANONICAL_REGENERATION_REQUIRED,,c7d6d412cc4f6dd0a237b5985376ac9a94beffa8e394ffd25385df71c26be32a,9terry,P3W6F2_HYBRID_HUMAN_REVIEW_V2,2026-08-15T10:12:13Z,2026-08-15T10:12:13Z,NOT_APPLICABLE_STRUCTURAL_COHORT,STRUCTURAL_COHORT_CONFIRMATION,STRUCTURAL_COHORT_CONFIRMATION,P3W6F2_COHORT_CONFIRMATION_03ef1612b55e821318c668aee83beb5db77c0ee48699f0087819a1d9515cef4d
generated_fact_277,generated_fact_277__none,generated_fact_277__paraphrase,generated_fact_277__polarity_flip,REFUTE,REFUTE,SUPPORT,"Director Gabriel Costa, the program director, launched the Meridian initiative 277 in Granite Coast during January.","Director Gabriel Costa, the program director, launched the Meridian initiative 277 in Granite Coast during January.","Director Gabriel Costa, the program director, launched the Meridian initiative 277 in Granite Coast during January.","Director Gabriel Costa, the program director, did not launched the Meridian initiative 277 in Granite Coast during January.","During January in Granite Coast, Director Gabriel Costa acting as program director did not launched the Meridian initiative 277.","Director Gabriel Costa, the program director, launched the Meridian initiative 277 in Granite Coast during January.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,VALID,VALID,VALID,MULTI_MEMBER_DEFECT,CANONICAL_REGENERATION_REQUIRED,,982cf19194e30de081a4a0d812b540062670a55aac78d15ef38406a5a475e92d,9terry,P3W6F2_HYBRID_HUMAN_REVIEW_V2,2026-08-15T10:12:13Z,2026-08-15T10:12:13Z,NOT_APPLICABLE_STRUCTURAL_COHORT,STRUCTURAL_COHORT_CONFIRMATION,STRUCTURAL_COHORT_CONFIRMATION,P3W6F2_COHORT_CONFIRMATION_03ef1612b55e821318c668aee83beb5db77c0ee48699f0087819a1d9515cef4d
generated_fact_278,generated_fact_278__none,generated_fact_278__paraphrase,generated_fact_278__polarity_flip,REFUTE,REFUTE,SUPPORT,"Dr Helena Wu, the research lead, restored the Meridian initiative 278 in Horizon Plains during March.","Dr Helena Wu, the research lead, restored the Meridian initiative 278 in Horizon Plains during March.","Dr Helena Wu, the research lead, restored the Meridian initiative 278 in Horizon Plains during March.","Dr Helena Wu, the research lead, did not restored the Meridian initiative 278 in Horizon Plains during March.","During March in Horizon Plains, Dr Helena Wu acting as research lead did not restored the Meridian initiative 278.","Dr Helena Wu, the research lead, restored the Meridian initiative 278 in Horizon Plains during March.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,VALID,VALID,VALID,MULTI_MEMBER_DEFECT,CANONICAL_REGENERATION_REQUIRED,,8de954896c4b305708e0d2fb9575a4507e19935bf1f5ba1c8883984718967bce,9terry,P3W6F2_HYBRID_HUMAN_REVIEW_V2,2026-08-15T10:12:13Z,2026-08-15T10:12:13Z,NOT_APPLICABLE_STRUCTURAL_COHORT,STRUCTURAL_COHORT_CONFIRMATION,STRUCTURAL_COHORT_CONFIRMATION,P3W6F2_COHORT_CONFIRMATION_03ef1612b55e821318c668aee83beb5db77c0ee48699f0087819a1d9515cef4d
generated_fact_279,generated_fact_279__none,generated_fact_279__paraphrase,generated_fact_279__polarity_flip,REFUTE,REFUTE,SUPPORT,"Professor Ismail Kaya, the regional coordinator, published the Meridian initiative 279 in Aurora City during May.","Professor Ismail Kaya, the regional coordinator, published the Meridian initiative 279 in Aurora City during May.","Professor Ismail Kaya, the regional coordinator, published the Meridian initiative 279 in Aurora City during May.","Professor Ismail Kaya, the regional coordinator, did not published the Meridian initiative 279 in Aurora City during May.","During May in Aurora City, Professor Ismail Kaya acting as regional coordinator did not published the Meridian initiative 279.","Professor Ismail Kaya, the regional coordinator, published the Meridian initiative 279 in Aurora City during May.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,VALID,VALID,VALID,MULTI_MEMBER_DEFECT,CANONICAL_REGENERATION_REQUIRED,,0a3970f878fe8f4cdd051e0f6f881e69f56f043cf66c3155f362cee05e8196d0,9terry,P3W6F2_HYBRID_HUMAN_REVIEW_V2,2026-08-15T10:12:13Z,2026-08-15T10:12:13Z,NOT_APPLICABLE_STRUCTURAL_COHORT,STRUCTURAL_COHORT_CONFIRMATION,STRUCTURAL_COHORT_CONFIRMATION,P3W6F2_COHORT_CONFIRMATION_03ef1612b55e821318c668aee83beb5db77c0ee48699f0087819a1d9515cef4d
generated_fact_280,generated_fact_280__none,generated_fact_280__paraphrase,generated_fact_280__polarity_flip,REFUTE,REFUTE,SUPPORT,"Minister Julia Novak, the operations chief, delivered the Meridian initiative 280 in Beacon Harbor during July.","Minister Julia Novak, the operations chief, delivered the Meridian initiative 280 in Beacon Harbor during July.","Minister Julia Novak, the operations chief, delivered the Meridian initiative 280 in Beacon Harbor during July.","Minister Julia Novak, the operations chief, did not delivered the Meridian initiative 280 in Beacon Harbor during July.","During July in Beacon Harbor, Minister Julia Novak acting as operations chief did not delivered the Meridian initiative 280.","Minister Julia Novak, the operations chief, delivered the Meridian initiative 280 in Beacon Harbor during July.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,VALID,VALID,VALID,MULTI_MEMBER_DEFECT,CANONICAL_REGENERATION_REQUIRED,,a834e73e418b4b0830022d21464d01a85538c03f9bb376f70907e0a4e185f49a,9terry,P3W6F2_HYBRID_HUMAN_REVIEW_V2,2026-08-15T10:12:13Z,2026-08-15T10:12:13Z,NOT_APPLICABLE_STRUCTURAL_COHORT,STRUCTURAL_COHORT_CONFIRMATION,STRUCTURAL_COHORT_CONFIRMATION,P3W6F2_COHORT_CONFIRMATION_03ef1612b55e821318c668aee83beb5db77c0ee48699f0087819a1d9515cef4d
generated_fact_281,generated_fact_281__none,generated_fact_281__paraphrase,generated_fact_281__polarity_flip,REFUTE,REFUTE,SUPPORT,"Engineer Kwame Adu, the project curator, opened the Meridian initiative 281 in Cedar Point during September.","Engineer Kwame Adu, the project curator, opened the Meridian initiative 281 in Cedar Point during September.","Engineer Kwame Adu, the project curator, opened the Meridian initiative 281 in Cedar Point during September.","Engineer Kwame Adu, the project curator, did not opened the Meridian initiative 281 in Cedar Point during September.","During September in Cedar Point, Engineer Kwame Adu acting as project curator did not opened the Meridian initiative 281.","Engineer Kwame Adu, the project curator, opened the Meridian initiative 281 in Cedar Point during September.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,VALID,VALID,VALID,MULTI_MEMBER_DEFECT,CANONICAL_REGENERATION_REQUIRED,,704d72f392a54f794bc1a06307578a76013d62cf3b541e8fef1bd1256c796fb5,9terry,P3W6F2_HYBRID_HUMAN_REVIEW_V2,2026-08-15T10:12:13Z,2026-08-15T10:12:13Z,NOT_APPLICABLE_STRUCTURAL_COHORT,STRUCTURAL_COHORT_CONFIRMATION,STRUCTURAL_COHORT_CONFIRMATION,P3W6F2_COHORT_CONFIRMATION_03ef1612b55e821318c668aee83beb5db77c0ee48699f0087819a1d9515cef4d
generated_fact_282,generated_fact_282__none,generated_fact_282__paraphrase,generated_fact_282__polarity_flip,REFUTE,REFUTE,SUPPORT,"Coordinator Lucia Romano, the technical adviser, selected the Meridian initiative 282 in Delta Bay during November.","Coordinator Lucia Romano, the technical adviser, selected the Meridian initiative 282 in Delta Bay during November.","Coordinator Lucia Romano, the technical adviser, selected the Meridian initiative 282 in Delta Bay during November.","Coordinator Lucia Romano, the technical adviser, did not selected the Meridian initiative 282 in Delta Bay during November.","During November in Delta Bay, Coordinator Lucia Romano acting as technical adviser did not selected the Meridian initiative 282.","Coordinator Lucia Romano, the technical adviser, selected the Meridian initiative 282 in Delta Bay during November.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,VALID,VALID,VALID,MULTI_MEMBER_DEFECT,CANONICAL_REGENERATION_REQUIRED,,19bbb0af1d71c5153f46f41654736eb408ff531f57443456b4c2905a181a4ba0,9terry,P3W6F2_HYBRID_HUMAN_REVIEW_V2,2026-08-15T10:12:13Z,2026-08-15T10:12:13Z,NOT_APPLICABLE_STRUCTURAL_COHORT,STRUCTURAL_COHORT_CONFIRMATION,STRUCTURAL_COHORT_CONFIRMATION,P3W6F2_COHORT_CONFIRMATION_03ef1612b55e821318c668aee83beb5db77c0ee48699f0087819a1d9515cef4d
generated_fact_283,generated_fact_283__none,generated_fact_283__paraphrase,generated_fact_283__polarity_flip,REFUTE,REFUTE,SUPPORT,"Director Avery Stone, the program director, approved the Meridian initiative 283 in Elm Valley during January.","Director Avery Stone, the program director, approved the Meridian initiative 283 in Elm Valley during January.","Director Avery Stone, the program director, approved the Meridian initiative 283 in Elm Valley during January.","Director Avery Stone, the program director, did not approved the Meridian initiative 283 in Elm Valley during January.","During January in Elm Valley, Director Avery Stone acting as program director did not approved the Meridian initiative 283.","Director Avery Stone, the program director, approved the Meridian initiative 283 in Elm Valley during January.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,VALID,VALID,VALID,MULTI_MEMBER_DEFECT,CANONICAL_REGENERATION_REQUIRED,,fb16cc9f63743c50224f3eb13f5367677954165d512d9d9b4df17171c4852f1f,9terry,P3W6F2_HYBRID_HUMAN_REVIEW_V2,2026-08-15T10:12:13Z,2026-08-15T10:12:13Z,NOT_APPLICABLE_STRUCTURAL_COHORT,STRUCTURAL_COHORT_CONFIRMATION,STRUCTURAL_COHORT_CONFIRMATION,P3W6F2_COHORT_CONFIRMATION_03ef1612b55e821318c668aee83beb5db77c0ee48699f0087819a1d9515cef4d
generated_fact_284,generated_fact_284__none,generated_fact_284__paraphrase,generated_fact_284__polarity_flip,REFUTE,REFUTE,SUPPORT,"Dr Bianca Flores, the research lead, launched the Meridian initiative 284 in Falcon Ridge during March.","Dr Bianca Flores, the research lead, launched the Meridian initiative 284 in Falcon Ridge during March.","Dr Bianca Flores, the research lead, launched the Meridian initiative 284 in Falcon Ridge during March.","Dr Bianca Flores, the research lead, did not launched the Meridian initiative 284 in Falcon Ridge during March.","During March in Falcon Ridge, Dr Bianca Flores acting as research lead did not launched the Meridian initiative 284.","Dr Bianca Flores, the research lead, launched the Meridian initiative 284 in Falcon Ridge during March.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,VALID,VALID,VALID,MULTI_MEMBER_DEFECT,CANONICAL_REGENERATION_REQUIRED,,5886b57b52176a105b5feaaa4f1217f2b9b1d92cb3669e12946a089d623b33f7,9terry,P3W6F2_HYBRID_HUMAN_REVIEW_V2,2026-08-15T10:12:13Z,2026-08-15T10:12:13Z,NOT_APPLICABLE_STRUCTURAL_COHORT,STRUCTURAL_COHORT_CONFIRMATION,STRUCTURAL_COHORT_CONFIRMATION,P3W6F2_COHORT_CONFIRMATION_03ef1612b55e821318c668aee83beb5db77c0ee48699f0087819a1d9515cef4d
generated_fact_286,generated_fact_286__none,generated_fact_286__paraphrase,generated_fact_286__polarity_flip,REFUTE,REFUTE,SUPPORT,"Minister Daria Volkova, the operations chief, published the Meridian initiative 286 in Horizon Plains during July.","Minister Daria Volkova, the operations chief, published the Meridian initiative 286 in Horizon Plains during July.","Minister Daria Volkova, the operations chief, published the Meridian initiative 286 in Horizon Plains during July.","Minister Daria Volkova, the operations chief, did not published the Meridian initiative 286 in Horizon Plains during July.","During July in Horizon Plains, Minister Daria Volkova acting as operations chief did not published the Meridian initiative 286.","Minister Daria Volkova, the operations chief, published the Meridian initiative 286 in Horizon Plains during July.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,VALID,VALID,VALID,MULTI_MEMBER_DEFECT,CANONICAL_REGENERATION_REQUIRED,,4a4f85a2a885e328d3f61c364efec3721e2f63168b27bd666fa8d6f2e0f39b58,9terry,P3W6F2_HYBRID_HUMAN_REVIEW_V2,2026-08-15T10:12:13Z,2026-08-15T10:12:13Z,NOT_APPLICABLE_STRUCTURAL_COHORT,STRUCTURAL_COHORT_CONFIRMATION,STRUCTURAL_COHORT_CONFIRMATION,P3W6F2_COHORT_CONFIRMATION_03ef1612b55e821318c668aee83beb5db77c0ee48699f0087819a1d9515cef4d
