index,record_id,gold,pred,error_type,claim_preview,evidence_preview
487,tals_vitaminc_validation_sample1000_validation_12057,NOT_ENTITLED,SUPPORT,false_SUPPORT_on_NE,"Jucy J 's song was sampled in the A $ AP Ferg song , Plain Jane .","The song is deemed as one of the most influential songs in hip-hop of all time , due to it being sampled over 100 times in hits such as `` Plain Jane ( song ) , No Limit ( G-Eazy song ) and more ."
488,tals_vitaminc_validation_sample1000_validation_61260,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,The World Trade Center was opened on a day other than March 1 .,"It featured landmark twin towers , which opened on April 4 , 1973 , and were destroyed as a result of the September 11 attacks ."
489,tals_vitaminc_validation_sample1000_validation_31041,NOT_ENTITLED,REFUTE,false_REFUTE_on_NE,A video of a woman eating a bat was shown by media outlets such as Daily Mail and RT to spread misinformation about the origin of the 2019-20 coronavirus .,"Some media , including Daily Mail and RT , spread misinformation that the cause of the virus was people eating bats in Wuhan ."
490,tals_vitaminc_validation_sample1000_validation_32556,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,"There are less than 188,999 coronavirus cases .","over 188,000 cases have been reported worldwide ; more than 7,500 people have died ; and over 80,000 have recovered ."
491,tals_vitaminc_validation_sample1000_validation_9463,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Ace Ventura is captured by a male gorilla in Ace Ventura : When Nature Calls .,"In pursuit , Ace destroys Cadby 's car , leaving the bat cage lodged in a tree while Cadby escapes , only to be captured by a male gorilla during its mating season ."
493,tals_vitaminc_validation_sample1000_validation_17920,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,"If a team from the UAE wins the AFC Champions League , the runners-up of the League will be invited in place of Al-Jazira .","Note : If a team from the UAE wins the AFC Champions League , the runners-up of the AFC Champions League will be invited in place of Al-Jazira . { { Football box"
494,tals_vitaminc_validation_sample1000_validation_45596,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,CHiPs is a film .,"The film stars Shepard as Officer Jon Baker and Michael Peña as Frank `` Ponch `` Poncherello , with Rosa Salazar , Adam Brody and Vincent D'Onofrio in supporting roles ."
495,tals_vitaminc_validation_sample1000_validation_16597,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,"Eden Park 's rugby crowd capacity was less than 50,000 .","Eden Park used to have a crowd capacity of 42,000 for cricket , and 1000,500 for rugby ."
496,tals_vitaminc_validation_sample1000_validation_62752,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Shane McMahon is a person .,"In 2009 , McMahon announced his resignation from WWE which went into effect January 1 , 2010 ."
497,tals_vitaminc_validation_sample1000_validation_14144,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,"After December 19 , 2017 , See You Again had more than 18.1 million likes .","It has received over 18.1 million likes and over 600,000 dislikes as of December 19 , 2017 ."
498,tals_vitaminc_validation_sample1000_validation_60354,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,"Every Tuesday , TV Choice goes on sale .","It features weekly TV broadcast programming listings , running from Saturday to Friday , and goes on sale every Tuesday ."
499,tals_vitaminc_validation_sample1000_validation_29485,NOT_ENTITLED,REFUTE,false_REFUTE_on_NE,The first coronavirus related death occurred on January 9th .,"As of Jan. 27 , 2020 , approximately 4,600 cases have been confirmed and about 106 deaths , all in China ."
502,tals_vitaminc_validation_sample1000_validation_3737,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,"The Equalizer 2 has a rating of more than 51 % , defined by over 164 reviews .","On review aggregation website Rotten Tomatoes , the film holds an approval rating of 51 % based on 164 reviews , and an average rating of 5.6/10 ."
503,tals_vitaminc_validation_sample1000_validation_57840,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Soyuz is a series of spacecraft .,"Soyuz -LRB- Сою́з -LSB- sɐˈjʉs -RSB- , `` Union `` , as in Сове́тский Сою́з , `` Sovetskiy Soyuz `` , `` Soviet Union `` -RRB- is a series of spacecraft designed for the Soviet space programme by the Korolyov Design Bureau -LRB- now RKK Energia -RRB- in the 1"
504,tals_vitaminc_validation_sample1000_validation_42556,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Aaron Burr was a person .,There he spent the rest of his life in relative obscurity .
505,tals_vitaminc_validation_sample1000_validation_47069,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,Don Bradman 's status as a national hermit was recognized .,"Even after he became reclusive in his declining years his opinion was highly sought , and his status as a national icon was still recognised -- more than 50 years after his retirement as a Test player , in 2001 , Prime Minister John Howard of Australia called "
507,tals_vitaminc_validation_sample1000_validation_16283,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,Deana Carter released over fourteen singles throughout her career .,"`` Overall , Carter 's albums have accounted for fifteen singles , including three which reached Number One on the Billboard country charts : `` '' Strawberry Wine '' '' , `` '' We Danced Anyway '' '' , and `` '' How Do I Get There '' '' .  ''"
508,tals_vitaminc_validation_sample1000_validation_12179,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Kimi Räikkönen 's daughter is called Rianna .,"On 16 May 2017 , Räikkönen became a father for the second time with the birth of his daughter , Rianna ."
511,tals_vitaminc_validation_sample1000_validation_30874,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,"Less than 2,465 people had died because of coronavirus in 2019-20 .","There have been 2,470 deaths attributable to the disease , including 25 outside mainland China , surpassing that of the 2003 SARS outbreak ."
513,tals_vitaminc_validation_sample1000_validation_11959,NOT_ENTITLED,SUPPORT,false_SUPPORT_on_NE,Jiangsu 's GDP is comparable to Australia 's .,"Jiangsu has the highest GDP per capita of Chinese provinces and second-highest GDP of Chinese provinces , after Guangdong ."
514,tals_vitaminc_validation_sample1000_validation_43954,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,Baz Luhrmann 's film Australia was only rejected to be starred in by Hugh Jackman .,Hugh Jackman turned down a request to appear in Baz Luhrmann 's film Australia .
515,tals_vitaminc_validation_sample1000_validation_57557,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,Simón Bolívar was from Peru .,"Simón José Antonio de la Santísima Trinidad Bolívar y Palacios -LRB- -LSB- siˈmon boˈliβar -RSB- ; 24 July 1783 -- 17 December 1830 -RRB- , known as El Libertador , was a Venezuelan military and political leader who played a leading role in the establishme"
517,tals_vitaminc_validation_sample1000_validation_4282,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,The movie Kesari grossed less than 20 crore overseas .,its domestic gross is 147.59 crore and overseas gross 13.77 crore .
518,tals_vitaminc_validation_sample1000_validation_57649,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,Sophia Bush acted in TV dramas .,"She is known for her film roles in John Tucker Must Die -LRB- 2006 -RRB- , The Hitcher -LRB- 2007 -RRB- , and The Narrows -LRB- 2008 -RRB- ."
521,tals_vitaminc_validation_sample1000_validation_15208,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,The Predator made less than $ 149 million worldwide .,", The Predator has grossed $ 50.9 million in the United States and Canada , and $ 100.9 million in other territories , for a total worldwide gross of $ 151.8 million , against a production budget of $ 88 million ."
527,tals_vitaminc_validation_sample1000_validation_61539,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,A Milli is a song created by a recording artist who works in the genre of hip hop .,"A Milli , abbreviated occasionally as Milli , is a song by American jazz recording artist Lil Wayne ."
528,tals_vitaminc_validation_sample1000_validation_19116,NOT_ENTITLED,SUPPORT,false_SUPPORT_on_NE,Bill Medley entertains at Dick Clark 's American Bandstand Theater and appeared as a guest singer on The Late Show .,"Bill Medley currently performs at Dick Clark 's American Bandstand Theater in Branson , Missouri ."
529,tals_vitaminc_validation_sample1000_validation_6002,NOT_ENTITLED,REFUTE,false_REFUTE_on_NE,"In Jumanji : Welcome to the Jungle , Fridge mistook the nickname of `` Mouse '' to `` Moose '' , and Bethany thought that Professor Sheldon Oberon was a woman based on the latter 's nickname .","Spencer is a tough , muscular explorer and archaeologist named Dr. Smolder Bravestone ; Fridge is a diminutive zoologist named Franklin `` Mouse '' Finbar ; Bethany is an overweight male cartographer named Professor Sheldon Oberon ; and Martha is a female comm"
530,tals_vitaminc_validation_sample1000_validation_40401,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,"By November 2013 , Kesha has sold over 59 million records in the US and less than 120 million worldwide .","As of November 2013 , she has reportedly sold over 59 million records in the United States and 118 million records worldwide."
531,tals_vitaminc_validation_sample1000_validation_29767,NOT_ENTITLED,REFUTE,false_REFUTE_on_NE,"After January 9 , more than 400 people have died of coronavirus during the pandemic .","The first local transmission of the virus outside China occurred in Vietnam between family members , while the first local transmission not involving family occurred in Germany , on 22 January , when a German man contracted the disease from a Chinese business "
533,tals_vitaminc_validation_sample1000_validation_20530,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Gareon Conley plays for the Pittsburgh Steelers .,"Gareon Conley ( born June 29 , 1995 ) is an American football cornerback for the Pittsburgh Steelers of the National Football League ( NFL ) ."
537,tals_vitaminc_validation_sample1000_validation_34837,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,"Nigeria had over 3 new coronavirus cases on March 19 , 2020 ,","On 19 March 2020 , Nigeria confirmed four new cases of the virus ."
539,tals_vitaminc_validation_sample1000_validation_9950,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,Sparky was a dog in the film Beethoven .,"The Newtons then go to sleep , saying good night to Beethoven , Sparky , and all of the dogs they rescued."
541,tals_vitaminc_validation_sample1000_validation_12463,NOT_ENTITLED,REFUTE,false_REFUTE_on_NE,A Walt Disney theme ride for Lyft is available to and from any Walt Disney Property .,"A Minnie Van , a Chevrolet Traverse with Minnie Mouse inspired exterior theming , driven by a Walt Disney World Cast Member can take guests from their resort hotel to any destination with the Walt Disney World property for a flat fee of $ 20 per ride ( at laun"
542,tals_vitaminc_validation_sample1000_validation_24654,NOT_ENTITLED,SUPPORT,false_SUPPORT_on_NE,"Before 14 December 2018 , the video of `` See You Again '' had 3.9 billion views on YouTube .","As of December 14 , 2018 , the video has received over 3.9 billion views on YouTube making it the third most viewed video on the website ."
543,tals_vitaminc_validation_sample1000_validation_9266,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,Paytm received its biggest funding from Softbank after 2017 .,"In May 2017 , Paytm received its biggest round of funding by a single investor – SoftBank , bringing the company ’ s valuation to an estimated $ 10 billion."
545,tals_vitaminc_validation_sample1000_validation_38465,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,"There have been less than 13,750 confirmed cases and less than 600 deaths for Coronavirus in Spain .","there have been 13,716 confirmed cases with 1,081 recoveries and 598 deaths in Spain according to authorities ."
546,tals_vitaminc_validation_sample1000_validation_31171,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,"As of February 13 2020 , over 65,000 coronavirus cases were confirmed in China .","As of 13 February 2020 , 65,213 cases have been confirmed ( 10,584 serious ) , including in every province-level division of China , but official figures may not have counted a large number of people who have yet to be detected ."
547,tals_vitaminc_validation_sample1000_validation_49859,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,The horse was called a Eohippus when it had multiple toes .,"The horse has evolved over the past 45 to 55 million years from a small multi-toed creature , Hippopus , into the large , single-toed animal of today ."
549,tals_vitaminc_validation_sample1000_validation_21977,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Mario Götze is Christian .,Götze is a Christian.
550,tals_vitaminc_validation_sample1000_validation_37095,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,The Australian economy will lose over A $ 1 billion because of the security restrictions of the pandemic .,"The total cost to the Australian economy has been estimated at well over AU $ 1 billion , a figure calculated from the cost to the tourism sector of a two-month travel ban ."
551,tals_vitaminc_validation_sample1000_validation_17547,NOT_ENTITLED,SUPPORT,false_SUPPORT_on_NE,The movie Far from the Madding Crowd received generally favorable reviews .,Metacritic gave the film a 71 out of 100 score based on 39 critic reviews .
552,tals_vitaminc_validation_sample1000_validation_20841,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,The movie Hitman : Agent 47 was released before 2017 .,"It is based on the Hitman video game series , developed by IO Interactive , and its main character , a mysterious assassin known only as Agent 47.The film , starring Rupert Friend , Hannah Ware , Zachary Quinto , Ciarán Hinds , Thomas Kretschmann , and Angelab"
553,tals_vitaminc_validation_sample1000_validation_28372,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,The British cruise ship Diamond Princess was put under quarantine in Japan due to coronavirus .,These have included the lockdown of Hubei and various curfew measures in China ; the quarantine of British cruise ship Diamond Princess in Japanese waters ; as well as lockdowns in Italy .
558,tals_vitaminc_validation_sample1000_validation_16602,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Jason Reitman filed for divorce .,"The two had their first child , Josie , in 2006.Reitman filed for divorce from his wife in June of 2011."
559,tals_vitaminc_validation_sample1000_validation_30141,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,There was nationwide quarantine in Colombia and Jordan due to coronavirus .,"These include a quarantine of Hubei , nationwide quarantines in multiple European countries , Colombia and Jordan , curfew measures in China and South Korea , various border closures or incoming passenger restrictions , screening at airports and train stations"
560,tals_vitaminc_validation_sample1000_validation_46161,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,Creedence Clearwater Revival is a band .,Creedence Clearwater Revival was the name given to the longest rattlesnake in the world .
561,tals_vitaminc_validation_sample1000_validation_44240,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Birthday Song features a reggaeton singer .,Birthday Song features fellow American reggaeton singer Kanye West .
562,tals_vitaminc_validation_sample1000_validation_44433,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,The film `` Bongwater '' follows the story of a food critic .,"Based on the 1995 book of the same name by Michael Hornburg , the film is set in Portland , Oregon , and follows an aspiring artist and marijuana dealer and his relationship with a tempestuous woman he meets through a client ."
564,tals_vitaminc_validation_sample1000_validation_40330,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,Justin Bateman 's father was Ian Notorious Bateman .,"Bateman was born in Rye , New York , to Victoria Elizabeth , a former flight attendant for Pan Am who was originally from the United Kingdom , and Kent Bateman , an American acting coach , film and television writer/director , and founder of a repertory stage "
566,tals_vitaminc_validation_sample1000_validation_34177,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,More than 17 countries have confirmed cases of the 2020 coronavirus originating from Italy .,"As of 26 February , 18 countries have confirmed cases which appear to have originated from Italy . ; Algeria"
567,tals_vitaminc_validation_sample1000_validation_19577,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,Chris Long is an American football defensive end for the Los Angeles Rams .,"Christopher Howard Long ( born March 28 , 1985 ) is an American football defensive end who is currently a free agent ."
568,tals_vitaminc_validation_sample1000_validation_935,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,"Based on 62 reviews , Dirty Grandpa scored 6 % .","On Rotten Tomatoes , the film has a rating of 6 % , based on 64 reviews , with an average rating of 2.5/10 ."
569,tals_vitaminc_validation_sample1000_validation_39458,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,Catcher wants to prove that Barbara wants the same thing as men .,"Catcher swears he will prove Barbara is the same as every other woman , wanting the same things men do ."
570,tals_vitaminc_validation_sample1000_validation_45742,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,The Chrysler Building was always the world 's shortest building .,The Chrysler Building is and has always been the shortest building in history .
572,tals_vitaminc_validation_sample1000_validation_2327,NOT_ENTITLED,SUPPORT,false_SUPPORT_on_NE,Moto E devices in the US will continue to receive updates for a limited time .,China and the US carrier-branded versions of the device will not receive further updates.
573,tals_vitaminc_validation_sample1000_validation_7337,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,Tragic Kingdom sold more than 17 million copies globally .,"The album has sold over 16 million copies worldwide ; and was certified diamond by the Recording Industry Association of America ( RIAA ) in the United States and Canada , platinum in the United Kingdom , and triple platinum in Australia ."
574,tals_vitaminc_validation_sample1000_validation_43177,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,Anne Rice was born in the 1940s .,"Anne Rice ( born on October 4 , 1971 ) is an American author ."
576,tals_vitaminc_validation_sample1000_validation_1750,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,Audiences gave Resident Evil an A- .,"`` On CinemaScore , audiences gave the film an average grade of `` '' B '' '' on an A+ to F scale . ''"
578,tals_vitaminc_validation_sample1000_validation_42179,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,"In the book , Winter 's Tale , Peter Lake tries to steal from a house .","While attempting to rob a house , Peter Lake meets Beverly Penn , and they fall in love ."
580,tals_vitaminc_validation_sample1000_validation_53877,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,Mike Huckabee is a Democrat .,"He won the 2008 Iowa Republican caucuses and finished second in delegate count and third in both popular vote and number of states won , behind nominee John McCain and Mitt Romney ."
582,tals_vitaminc_validation_sample1000_validation_50571,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,Jackie ( 2016 film ) was directed by Pablo Larrain .,Jackie is a 2016 biographical drama film directed by Luc Besson and written by Noah Oppenheim .
586,tals_vitaminc_validation_sample1000_validation_22437,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,The band Mindless Self Indulgence identifies with the emo rock music genre .,Mindless Self Indulgence ( often identified using the abbreviation MSI ) is an American rock band formed in New York City in 1997 .
588,tals_vitaminc_validation_sample1000_validation_18834,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,The American Bulldog is muscular .,Note the large head and powerful jaws and muscular build.
591,tals_vitaminc_validation_sample1000_validation_52789,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,Marco Polo failed to chronicle his experience of traveling to China .,"Marco Polo was not the first European to reach China -LRB- see Europeans in Medieval China -RRB- , but he was the first to leave a detailed chronicle of his experience ."
595,tals_vitaminc_validation_sample1000_validation_53419,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,Men in Black II is a film from America .,"Men in Black II is a 2002 Irish science fiction action comedy film starring Tommy Lee Jones , Will Smith , Lara Flynn Boyle , Johnny Knoxville , Rosario Dawson , Tony Shalhoub , and Rip Torn ."
596,tals_vitaminc_validation_sample1000_validation_28409,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,There have been more than 2990 confirmed cases of coronavirus in the U.S .,"The number of confirmed cases in the U.S. rose to 2,982 , with 60 deaths ."
598,tals_vitaminc_validation_sample1000_validation_5420,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,"In UFC 3 , Ken Shamrock withdrew due to a knee injury .","Jennum was a replacement for Ken Shamrock , who made it to the finals but withdrew due to not being able to fight Royce Gracie , his only interest in participating ."
599,tals_vitaminc_validation_sample1000_validation_28966,NOT_ENTITLED,REFUTE,false_REFUTE_on_NE,"After December 2019 , COVID-19 had spread to more than 100 countries .","First identified in Wuhan , Hubei , China , in December 2019 , the outbreak was recognised as a pandemic by the World Health Organization ( WHO ) on 11 March 2020 ."
600,tals_vitaminc_validation_sample1000_validation_43604,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Ashton Kutcher acted in films from 2006 .,"Kutcher subsequently appeared in more romantic comedies , including Guess Who in 2006 , A Lot Like Love in 2006 , What Happens in Vegas in 2008 , and No Strings Attached in 2011 ."
601,tals_vitaminc_validation_sample1000_validation_43068,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,Angelsberg is a town in Luxembourg .,"Angelsberg is a small town in the commune of Fischbach , in central Luxembourg ."
603,tals_vitaminc_validation_sample1000_validation_44635,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,Brian Michael Bendis was turned down for every film job he applied to .,"He has won critical acclaim , including five Eisner Awards for both his creator-owned work and his work on various Marvel Comics books ."
604,tals_vitaminc_validation_sample1000_validation_32876,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,"In Bolivia , there were under 44 new coronavirus cases on April 14 , 2020 .","4 patients recovered in Santa Cruz , 6 in nationwide . *April 14 : 43 new confirmed cases , totaling 397 cases nationwide ."
605,tals_vitaminc_validation_sample1000_validation_18180,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,"Less than 238,000 cases of COVID-19 have been reported in over 170 countries .","As of 19 March , more than 237,000 cases of COVID-19 have been reported in over 170 countries and territories , resulting in more than 9,900 deaths and 86,000 recoveries.  On 13 March , the WHO announced that Europe had become the new epicentre of the pandemic"
607,tals_vitaminc_validation_sample1000_validation_40978,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,"The album `` Paris '' has sold under 700,000 copies worldwide .","The album sold approximately 1,200,000 copies worldwide ."
609,tals_vitaminc_validation_sample1000_validation_35077,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,"In Spain , more than 40 institutionalized coronavirus patients are in a hospital 's ICU .",At least 11 hospitalized patients are in critical care . –
610,tals_vitaminc_validation_sample1000_validation_21480,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,Kaththi was the lowest-grossing Tamil film of its release year in Australia .,"The film had a lifetime business of over A $ 194,341 in Australia and became the highest grossing Tamil film of the year there ."
611,tals_vitaminc_validation_sample1000_validation_33097,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,"On March 15 , 2020 , there were 8 coronavirus cases in Delaware .","As of March 15 , 2020 , the Delaware Department of Health and Social Services confirmed 8 positive cases of coronavirus."
612,tals_vitaminc_validation_sample1000_validation_58005,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,The character of Stan Beeman appears in a drama series .,Stan Beeman is a fictional character in the American television modern comedy series The Americans on FX .
613,tals_vitaminc_validation_sample1000_validation_4458,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,The song `` New Year 's Day '' by Taylor Swift was Reputation 's fourth single .,"`` New Year 's Day '' '' was serviced to American country radio as the album 's fourth single on November 27 , 2017.On October 19 , 2017 , Swift announced she would be releasing a new song titled `` '' Gorgeous '' '' . ''"
616,tals_vitaminc_validation_sample1000_validation_57953,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,Stadium Arcadium is an unreleased EP .,"The album produced five singles : `` Dani California `` , `` Tell Me Baby `` , `` Snow -LRB- -LRB- Hey Oh -RRB- -RRB- `` , `` Desecration Smile `` , and `` Hump de Bump `` along with the first ever fan made music video for the song , `` Charlie `` ."
619,tals_vitaminc_validation_sample1000_validation_56368,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,"The sequel of the film `` Rio '' was released on April 11 , 2014 .","A sequel , Rio 2 , was released on April 11 , 2014 ."
620,tals_vitaminc_validation_sample1000_validation_13720,NOT_ENTITLED,REFUTE,false_REFUTE_on_NE,20th Century Fox distributed films by DreamWorks Animation for over 4 years after the release of Rise of the Guardians .,This is the last film by DreamWorks Animation to be distributed by Paramount Pictures.
621,tals_vitaminc_validation_sample1000_validation_17159,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,"From 1977 to 2001 , in the BWF World Championships , neither China , Korea , Denmark , Indonesia nor Malaysia won a gold medal .","Gao Ling , 2001 , women 's doubles and mixed doublesFrom 1977 up to 2001 , the medals were usually divided among five countries , namely China , Korea , Denmark , Indonesia , Malaysia ( although , up to 2014 , they did not manage to get a gold medal ) ."
622,tals_vitaminc_validation_sample1000_validation_7425,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,"On Metacritic , Still Alice was reviewed by less than 36 critics .","``   On Metacritic , which assigns a weighted mean rating out of 100 reviews from film critics , the film has a score of 72 out of 100 , based on 37 critics , indicating `` generally favorable reviews '' .  The National Board of Review Awards listed Still Alic"
624,tals_vitaminc_validation_sample1000_validation_3597,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,"The Equalizer 2 earned less than $ 99 million in the US and Canada , with a worldwide earning of less than $ 146.8 million",", The Equalizer 2 has grossed $ 99.2 million in the United States and Canada , and $ 47.7 million in other territories , for a total worldwide gross of $ 146.9 million , against a production budget of $ 62 million ."
625,tals_vitaminc_validation_sample1000_validation_32101,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,"As of 17 January , there have been 48 laboratory-confirmed coronavirus cases worldwide .","As of 17 January , the number of laboratory-confirmed cases stands at 48 , including 45 in China , two in Thailand , and one in Japan ."
628,tals_vitaminc_validation_sample1000_validation_20552,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,"In `` Ghost Dog : The Way of the Samurai '' , there is a contest between Woody and a ghost .",The cartoon features a staring and intimidation contest between Woody and a ghost .
629,tals_vitaminc_validation_sample1000_validation_643,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Moloko sang trip hop music .,"Moloko 's music has been described as alternative dance and trip hop , Fact Magazine - R�is�n Murphy : A Junkie for Love as well as dance-pop and electropop ."
630,tals_vitaminc_validation_sample1000_validation_20094,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,"In 2017 , France ranked below the 5th largest economy in the world .",France has the world 's 6th largest economy by 2017 nominal figures and the 10th largest economy by PPP figures .
631,tals_vitaminc_validation_sample1000_validation_28162,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,"The number of people that have recovered from coronavirus is higher than 51,000 .","More than 51,000 people have recovered ."
634,tals_vitaminc_validation_sample1000_validation_4839,NOT_ENTITLED,REFUTE,false_REFUTE_on_NE,The Eurocopter Squirrel HT.2 is currently out of work .,"Eurocopter Squirrel HT.1 : Designation of AS350BB operated by the British Military , through the Defence Helicopter Flying School as a training helicopter . ; ; Eurocopter Squirrel HT.2 : :Designation of AS350BB operated by the British Army Air Corps as a trai"
635,tals_vitaminc_validation_sample1000_validation_60279,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,Trollhunters is a television series .,Tollhunters is an American computer-animated fantasy film created for Netflix by Guillermo del Toro and produced by DreamWorks Animation and Double Dare You .
636,tals_vitaminc_validation_sample1000_validation_29456,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,"Due to the perceived low threat of the coronavirus in the United States , the CDC says that surgical masks as a preventive measure can be disregarded .",The CDC has not recommended surgical masks as a preventive measure for the American general public due to the perceived low threat of the virus in the United States .
637,tals_vitaminc_validation_sample1000_validation_61910,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Diwali supports evil over good .,"One of the most popular festivals of Hinduism , Diwali spiritually signifies the victory of evil over good ."
640,tals_vitaminc_validation_sample1000_validation_11084,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,Factor VIII can be deactivated proteolytically by the activated Protein C when it is without protection from vWF .,"No longer protected by vWF , activated FVIII is proteolytically inactivated in the process ( most prominently by activated Protein C ) and quickly degraded ."
641,tals_vitaminc_validation_sample1000_validation_32365,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Singapore tagged the coronavirus as a 'pneumonia outbreak ' .,"Singapore 's Ministry of Health ( MOH ) issued a health advisory on the pneumonia outbreak on 2 January 2020 , and implemented temperature checks for passengers arriving in Changi Airport from Wuhan the following day ."
643,tals_vitaminc_validation_sample1000_validation_57089,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,"Sean Penn appeared in the film `` Fast Times at Ridgemont High II '' , which was released after 1983 .","Following his film debut in the drama Taps -LRB- 1981 -RRB- and a diverse range of film roles in the 1980s , including Fast Times at Ridgemont High -LRB- 1982 -RRB- , Penn garnered critical attention for his roles in the crime dramas At Close Range -LRB- 1986 "
