pair_id,canonical_none_row_id,paraphrase_row_id,polarity_flip_row_id,canonical_final_label,paraphrase_final_label,polarity_flip_final_label,canonical_claim,paraphrase_claim,polarity_flip_claim,canonical_evidence,paraphrase_evidence,polarity_flip_evidence,canonical_grammar_status,paraphrase_grammar_status,polarity_flip_grammar_status,canonical_reason_codes,paraphrase_reason_codes,polarity_flip_reason_codes,canonical_claim_text_diff_summary,paraphrase_claim_text_diff_summary,polarity_flip_claim_text_diff_summary,canonical_evidence_text_diff_summary,paraphrase_evidence_text_diff_summary,polarity_flip_evidence_text_diff_summary,automatic_root_cause_class,automatic_evidence,human_canonical_semantics,human_paraphrase_semantics,human_polarity_flip_semantics,human_grammar_validity,human_authority_decision,human_notes
generated_fact_206,generated_fact_206__none,generated_fact_206__paraphrase,generated_fact_206__polarity_flip,REFUTE,REFUTE,SUPPORT,"Dr Helena Wu, the research lead, approved the Meridian initiative 206 in Horizon Plains during March.","Dr Helena Wu, the research lead, approved the Meridian initiative 206 in Horizon Plains during March.","Dr Helena Wu, the research lead, approved the Meridian initiative 206 in Horizon Plains during March.","Dr Helena Wu, the research lead, did not approved the Meridian initiative 206 in Horizon Plains during March.","During March in Horizon Plains, Dr Helena Wu acting as research lead did not approved the Meridian initiative 206.","Dr Helena Wu, the research lead, approved the Meridian initiative 206 in Horizon Plains during March.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_208,generated_fact_208__none,generated_fact_208__paraphrase,generated_fact_208__polarity_flip,REFUTE,REFUTE,SUPPORT,"Minister Julia Novak, the operations chief, restored the Meridian initiative 208 in Beacon Harbor during July.","Minister Julia Novak, the operations chief, restored the Meridian initiative 208 in Beacon Harbor during July.","Minister Julia Novak, the operations chief, restored the Meridian initiative 208 in Beacon Harbor during July.","Minister Julia Novak, the operations chief, did not restored the Meridian initiative 208 in Beacon Harbor during July.","During July in Beacon Harbor, Minister Julia Novak acting as operations chief did not restored the Meridian initiative 208.","Minister Julia Novak, the operations chief, restored the Meridian initiative 208 in Beacon Harbor during July.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_209,generated_fact_209__none,generated_fact_209__paraphrase,generated_fact_209__polarity_flip,REFUTE,REFUTE,SUPPORT,"Engineer Kwame Adu, the project curator, published the Meridian initiative 209 in Cedar Point during September.","Engineer Kwame Adu, the project curator, published the Meridian initiative 209 in Cedar Point during September.","Engineer Kwame Adu, the project curator, published the Meridian initiative 209 in Cedar Point during September.","Engineer Kwame Adu, the project curator, did not published the Meridian initiative 209 in Cedar Point during September.","During September in Cedar Point, Engineer Kwame Adu acting as project curator did not published the Meridian initiative 209.","Engineer Kwame Adu, the project curator, published the Meridian initiative 209 in Cedar Point during September.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_211,generated_fact_211__none,generated_fact_211__paraphrase,generated_fact_211__polarity_flip,REFUTE,REFUTE,SUPPORT,"Director Avery Stone, the program director, opened the Meridian initiative 211 in Elm Valley during January.","Director Avery Stone, the program director, opened the Meridian initiative 211 in Elm Valley during January.","Director Avery Stone, the program director, opened the Meridian initiative 211 in Elm Valley during January.","Director Avery Stone, the program director, did not opened the Meridian initiative 211 in Elm Valley during January.","During January in Elm Valley, Director Avery Stone acting as program director did not opened the Meridian initiative 211.","Director Avery Stone, the program director, opened the Meridian initiative 211 in Elm Valley during January.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_212,generated_fact_212__none,generated_fact_212__paraphrase,generated_fact_212__polarity_flip,REFUTE,REFUTE,SUPPORT,"Dr Bianca Flores, the research lead, selected the Meridian initiative 212 in Falcon Ridge during March.","Dr Bianca Flores, the research lead, selected the Meridian initiative 212 in Falcon Ridge during March.","Dr Bianca Flores, the research lead, selected the Meridian initiative 212 in Falcon Ridge during March.","Dr Bianca Flores, the research lead, did not selected the Meridian initiative 212 in Falcon Ridge during March.","During March in Falcon Ridge, Dr Bianca Flores acting as research lead did not selected the Meridian initiative 212.","Dr Bianca Flores, the research lead, selected the Meridian initiative 212 in Falcon Ridge during March.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_213,generated_fact_213__none,generated_fact_213__paraphrase,generated_fact_213__polarity_flip,REFUTE,REFUTE,SUPPORT,"Professor Chidi Eze, the regional coordinator, approved the Meridian initiative 213 in Granite Coast during May.","Professor Chidi Eze, the regional coordinator, approved the Meridian initiative 213 in Granite Coast during May.","Professor Chidi Eze, the regional coordinator, approved the Meridian initiative 213 in Granite Coast during May.","Professor Chidi Eze, the regional coordinator, did not approved the Meridian initiative 213 in Granite Coast during May.","During May in Granite Coast, Professor Chidi Eze acting as regional coordinator did not approved the Meridian initiative 213.","Professor Chidi Eze, the regional coordinator, approved the Meridian initiative 213 in Granite Coast during May.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_214,generated_fact_214__none,generated_fact_214__paraphrase,generated_fact_214__polarity_flip,REFUTE,REFUTE,SUPPORT,"Minister Daria Volkova, the operations chief, launched the Meridian initiative 214 in Horizon Plains during July.","Minister Daria Volkova, the operations chief, launched the Meridian initiative 214 in Horizon Plains during July.","Minister Daria Volkova, the operations chief, launched the Meridian initiative 214 in Horizon Plains during July.","Minister Daria Volkova, the operations chief, did not launched the Meridian initiative 214 in Horizon Plains during July.","During July in Horizon Plains, Minister Daria Volkova acting as operations chief did not launched the Meridian initiative 214.","Minister Daria Volkova, the operations chief, launched the Meridian initiative 214 in Horizon Plains during July.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_215,generated_fact_215__none,generated_fact_215__paraphrase,generated_fact_215__polarity_flip,REFUTE,REFUTE,SUPPORT,"Engineer Ethan Brooks, the project curator, restored the Meridian initiative 215 in Aurora City during September.","Engineer Ethan Brooks, the project curator, restored the Meridian initiative 215 in Aurora City during September.","Engineer Ethan Brooks, the project curator, restored the Meridian initiative 215 in Aurora City during September.","Engineer Ethan Brooks, the project curator, did not restored the Meridian initiative 215 in Aurora City during September.","During September in Aurora City, Engineer Ethan Brooks acting as project curator did not restored the Meridian initiative 215.","Engineer Ethan Brooks, the project curator, restored the Meridian initiative 215 in Aurora City during September.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_216,generated_fact_216__none,generated_fact_216__paraphrase,generated_fact_216__polarity_flip,REFUTE,REFUTE,SUPPORT,"Coordinator Farah Qureshi, the technical adviser, published the Meridian initiative 216 in Beacon Harbor during November.","Coordinator Farah Qureshi, the technical adviser, published the Meridian initiative 216 in Beacon Harbor during November.","Coordinator Farah Qureshi, the technical adviser, published the Meridian initiative 216 in Beacon Harbor during November.","Coordinator Farah Qureshi, the technical adviser, did not published the Meridian initiative 216 in Beacon Harbor during November.","During November in Beacon Harbor, Coordinator Farah Qureshi acting as technical adviser did not published the Meridian initiative 216.","Coordinator Farah Qureshi, the technical adviser, published the Meridian initiative 216 in Beacon Harbor during November.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_217,generated_fact_217__none,generated_fact_217__paraphrase,generated_fact_217__polarity_flip,REFUTE,REFUTE,SUPPORT,"Director Gabriel Costa, the program director, delivered the Meridian initiative 217 in Cedar Point during January.","Director Gabriel Costa, the program director, delivered the Meridian initiative 217 in Cedar Point during January.","Director Gabriel Costa, the program director, delivered the Meridian initiative 217 in Cedar Point during January.","Director Gabriel Costa, the program director, did not delivered the Meridian initiative 217 in Cedar Point during January.","During January in Cedar Point, Director Gabriel Costa acting as program director did not delivered the Meridian initiative 217.","Director Gabriel Costa, the program director, delivered the Meridian initiative 217 in Cedar Point during January.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_218,generated_fact_218__none,generated_fact_218__paraphrase,generated_fact_218__polarity_flip,REFUTE,REFUTE,SUPPORT,"Dr Helena Wu, the research lead, opened the Meridian initiative 218 in Delta Bay during March.","Dr Helena Wu, the research lead, opened the Meridian initiative 218 in Delta Bay during March.","Dr Helena Wu, the research lead, opened the Meridian initiative 218 in Delta Bay during March.","Dr Helena Wu, the research lead, did not opened the Meridian initiative 218 in Delta Bay during March.","During March in Delta Bay, Dr Helena Wu acting as research lead did not opened the Meridian initiative 218.","Dr Helena Wu, the research lead, opened the Meridian initiative 218 in Delta Bay during March.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_219,generated_fact_219__none,generated_fact_219__paraphrase,generated_fact_219__polarity_flip,REFUTE,REFUTE,SUPPORT,"Professor Ismail Kaya, the regional coordinator, selected the Meridian initiative 219 in Elm Valley during May.","Professor Ismail Kaya, the regional coordinator, selected the Meridian initiative 219 in Elm Valley during May.","Professor Ismail Kaya, the regional coordinator, selected the Meridian initiative 219 in Elm Valley during May.","Professor Ismail Kaya, the regional coordinator, did not selected the Meridian initiative 219 in Elm Valley during May.","During May in Elm Valley, Professor Ismail Kaya acting as regional coordinator did not selected the Meridian initiative 219.","Professor Ismail Kaya, the regional coordinator, selected the Meridian initiative 219 in Elm Valley during May.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_220,generated_fact_220__none,generated_fact_220__paraphrase,generated_fact_220__polarity_flip,REFUTE,REFUTE,SUPPORT,"Minister Julia Novak, the operations chief, approved the Meridian initiative 220 in Falcon Ridge during July.","Minister Julia Novak, the operations chief, approved the Meridian initiative 220 in Falcon Ridge during July.","Minister Julia Novak, the operations chief, approved the Meridian initiative 220 in Falcon Ridge during July.","Minister Julia Novak, the operations chief, did not approved the Meridian initiative 220 in Falcon Ridge during July.","During July in Falcon Ridge, Minister Julia Novak acting as operations chief did not approved the Meridian initiative 220.","Minister Julia Novak, the operations chief, approved the Meridian initiative 220 in Falcon Ridge during July.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_222,generated_fact_222__none,generated_fact_222__paraphrase,generated_fact_222__polarity_flip,REFUTE,REFUTE,SUPPORT,"Coordinator Lucia Romano, the technical adviser, restored the Meridian initiative 222 in Horizon Plains during November.","Coordinator Lucia Romano, the technical adviser, restored the Meridian initiative 222 in Horizon Plains during November.","Coordinator Lucia Romano, the technical adviser, restored the Meridian initiative 222 in Horizon Plains during November.","Coordinator Lucia Romano, the technical adviser, did not restored the Meridian initiative 222 in Horizon Plains during November.","During November in Horizon Plains, Coordinator Lucia Romano acting as technical adviser did not restored the Meridian initiative 222.","Coordinator Lucia Romano, the technical adviser, restored the Meridian initiative 222 in Horizon Plains during November.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_223,generated_fact_223__none,generated_fact_223__paraphrase,generated_fact_223__polarity_flip,REFUTE,REFUTE,SUPPORT,"Director Avery Stone, the program director, published the Meridian initiative 223 in Aurora City during January.","Director Avery Stone, the program director, published the Meridian initiative 223 in Aurora City during January.","Director Avery Stone, the program director, published the Meridian initiative 223 in Aurora City during January.","Director Avery Stone, the program director, did not published the Meridian initiative 223 in Aurora City during January.","During January in Aurora City, Director Avery Stone acting as program director did not published the Meridian initiative 223.","Director Avery Stone, the program director, published the Meridian initiative 223 in Aurora City during January.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_224,generated_fact_224__none,generated_fact_224__paraphrase,generated_fact_224__polarity_flip,REFUTE,REFUTE,SUPPORT,"Dr Bianca Flores, the research lead, delivered the Meridian initiative 224 in Beacon Harbor during March.","Dr Bianca Flores, the research lead, delivered the Meridian initiative 224 in Beacon Harbor during March.","Dr Bianca Flores, the research lead, delivered the Meridian initiative 224 in Beacon Harbor during March.","Dr Bianca Flores, the research lead, did not delivered the Meridian initiative 224 in Beacon Harbor during March.","During March in Beacon Harbor, Dr Bianca Flores acting as research lead did not delivered the Meridian initiative 224.","Dr Bianca Flores, the research lead, delivered the Meridian initiative 224 in Beacon Harbor during March.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_226,generated_fact_226__none,generated_fact_226__paraphrase,generated_fact_226__polarity_flip,REFUTE,REFUTE,SUPPORT,"Minister Daria Volkova, the operations chief, selected the Meridian initiative 226 in Delta Bay during July.","Minister Daria Volkova, the operations chief, selected the Meridian initiative 226 in Delta Bay during July.","Minister Daria Volkova, the operations chief, selected the Meridian initiative 226 in Delta Bay during July.","Minister Daria Volkova, the operations chief, did not selected the Meridian initiative 226 in Delta Bay during July.","During July in Delta Bay, Minister Daria Volkova acting as operations chief did not selected the Meridian initiative 226.","Minister Daria Volkova, the operations chief, selected the Meridian initiative 226 in Delta Bay during July.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_228,generated_fact_228__none,generated_fact_228__paraphrase,generated_fact_228__polarity_flip,REFUTE,REFUTE,SUPPORT,"Coordinator Farah Qureshi, the technical adviser, launched the Meridian initiative 228 in Falcon Ridge during November.","Coordinator Farah Qureshi, the technical adviser, launched the Meridian initiative 228 in Falcon Ridge during November.","Coordinator Farah Qureshi, the technical adviser, launched the Meridian initiative 228 in Falcon Ridge during November.","Coordinator Farah Qureshi, the technical adviser, did not launched the Meridian initiative 228 in Falcon Ridge during November.","During November in Falcon Ridge, Coordinator Farah Qureshi acting as technical adviser did not launched the Meridian initiative 228.","Coordinator Farah Qureshi, the technical adviser, launched the Meridian initiative 228 in Falcon Ridge during November.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_229,generated_fact_229__none,generated_fact_229__paraphrase,generated_fact_229__polarity_flip,REFUTE,REFUTE,SUPPORT,"Director Gabriel Costa, the program director, restored the Meridian initiative 229 in Granite Coast during January.","Director Gabriel Costa, the program director, restored the Meridian initiative 229 in Granite Coast during January.","Director Gabriel Costa, the program director, restored the Meridian initiative 229 in Granite Coast during January.","Director Gabriel Costa, the program director, did not restored the Meridian initiative 229 in Granite Coast during January.","During January in Granite Coast, Director Gabriel Costa acting as program director did not restored the Meridian initiative 229.","Director Gabriel Costa, the program director, restored the Meridian initiative 229 in Granite Coast during January.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_231,generated_fact_231__none,generated_fact_231__paraphrase,generated_fact_231__polarity_flip,REFUTE,REFUTE,SUPPORT,"Professor Ismail Kaya, the regional coordinator, delivered the Meridian initiative 231 in Aurora City during May.","Professor Ismail Kaya, the regional coordinator, delivered the Meridian initiative 231 in Aurora City during May.","Professor Ismail Kaya, the regional coordinator, delivered the Meridian initiative 231 in Aurora City during May.","Professor Ismail Kaya, the regional coordinator, did not delivered the Meridian initiative 231 in Aurora City during May.","During May in Aurora City, Professor Ismail Kaya acting as regional coordinator did not delivered the Meridian initiative 231.","Professor Ismail Kaya, the regional coordinator, delivered the Meridian initiative 231 in Aurora City during May.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_232,generated_fact_232__none,generated_fact_232__paraphrase,generated_fact_232__polarity_flip,REFUTE,REFUTE,SUPPORT,"Minister Julia Novak, the operations chief, opened the Meridian initiative 232 in Beacon Harbor during July.","Minister Julia Novak, the operations chief, opened the Meridian initiative 232 in Beacon Harbor during July.","Minister Julia Novak, the operations chief, opened the Meridian initiative 232 in Beacon Harbor during July.","Minister Julia Novak, the operations chief, did not opened the Meridian initiative 232 in Beacon Harbor during July.","During July in Beacon Harbor, Minister Julia Novak acting as operations chief did not opened the Meridian initiative 232.","Minister Julia Novak, the operations chief, opened the Meridian initiative 232 in Beacon Harbor during July.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
generated_fact_233,generated_fact_233__none,generated_fact_233__paraphrase,generated_fact_233__polarity_flip,REFUTE,REFUTE,SUPPORT,"Engineer Kwame Adu, the project curator, selected the Meridian initiative 233 in Cedar Point during September.","Engineer Kwame Adu, the project curator, selected the Meridian initiative 233 in Cedar Point during September.","Engineer Kwame Adu, the project curator, selected the Meridian initiative 233 in Cedar Point during September.","Engineer Kwame Adu, the project curator, did not selected the Meridian initiative 233 in Cedar Point during September.","During September in Cedar Point, Engineer Kwame Adu acting as project curator did not selected the Meridian initiative 233.","Engineer Kwame Adu, the project curator, selected the Meridian initiative 233 in Cedar Point during September.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,,,,,,
